Codigo,Descricao,ValorTUNEP
76300170,SARCOIDOSE,"799,40"
76300188,INSUFICIENCIA RESPIRATORIA AGUDA,"1.216,78"
76400077,PNEUMONIA DO LACTENTE,"1.216,78"
76400271,ENTERO INFECCOES EM LACTENTE,"741,65"
76500012,LARINGOTRAQUEOBRONQUITE,"413,65"
76500020,ABSCESSO RETROFARINGEO OU PERIAMIGDALIANO,"413,65"
76500055,PNEUMONIA ESTAFILOCOCCICA,"1.026,96"
76500063,PNEUMONIA EM ADULTO,"610,42"
76500080,ENFISEMA PULMONAR,"818,02"
76500110,COR PULMONALE DESCOMPENSADO,"1.221,68"
76500128,CRISE ASMATICA,"610,26"
76500136,PNEUMOTORAX,"1.026,96"
76500144,ABSCESSO PULMONAR,"1.026,96"
76500160,PNEUMOCONIOSE,"818,02"
76500179,MICOSES PULMONARES,"1.026,96"
76500187,BRONQUIECTASIA,"610,42"
76500195,HEMORRAGIAS DAS VIAS RESPIRATORIAS,"413,65"
76500209,FIBROSES INTERSTICIAIS DIFUSAS DO PULMAO,"818,02"
76500217,SARCOIDOSE,"799,40"
76500225,DOENCA PULMONAR OBSTRUTIVA CRONICA,"818,02"
76500233,INSUFICIENCIA RESPIRATORIA AGUDA,"818,02"
76500241,MUCOVISCIDOSE,"799,40"
77300017,DOENCA REUMATICA COM COMPROMETIMENTO CARDIACO,"633,95"
77300025,MIOCARDITE,"633,95"
77300033,ENDOCARDITE BACTERIANA AGUDA E SUB AGUDA,"1.957,95"
77300041,PERICARDITE AGUDA,"633,95"
77300050,INSUFICIENCIA CARDIACA,"1.221,68"
77300068,CRISE HIPERTENSIVA,"408,30"
77300084,HIPERTENSAO MALIGNA,"408,30"
77300106,ANEURISMA ARTERIAL COMPLICADO,"677,60"
77300114,VASCULOPATIA PERIFERICA,"677,60"
77300122,EMBOLIAS OU ENFARTES PULMONARES,"1.026,96"
77300130,CARDIOPATIA CONGENITA COM INSUFICIENCIA CARDIACA,"1.221,68"
77300149,EDEMA AGUDO DE PULMAO,"1.221,68"
77300157,ARRITMIAS,"462,60"
77300165,OUTRAS VASCULOPATIAS,"677,60"
77300173,CHOQUE CARDIOGENICO EM CRIANCA,"528,94"
77300254,CHOQUE HIPOVOLEMICO EM CRIANCA,"528,94"
77300483,CHOQUE SEPTICO EM CRIANCA,"964,39"
77300491,CONTUSAO MIOCARDICA,"156,28"
77300505,FERIMENTO CARDIACO PERFURO-CORTANTE,"156,28"
77500016,DOENCA REUMATICA COM COMPROMETIMENTO CARDIACO,"633,95"
77500024,INFARTO AGUDO DO MIOCARDIO,"1.066,75"
77500032,INSUFICIENCIA CORONARIANA AGUDA,"519,90"
77500067,ENDOCARDITE BACTERIANA AGUDA E SUB AGUDA,"1.957,95"
77500075,ENCEFALOPATIA HIPERTENSIVA,"210,39"
77500083,PERICARDITE AGUDA,"633,95"
77500091,HEMOPERICARDIO,"633,95"
77500105,ANEURISMA ARTERIAL COMPLICADO,"677,60"
77500113,INSUFICIENCIA CARDIACA,"1.221,68"
77500121,CRISE HIPERTENSIVA,"408,30"
77500130,HIPERTENSAO MALIGNA,"408,30"
77500148,CARDIOPATIA CONGENITA COM INSUFICIENCIA CARDIACA,"1.221,68"
77500156,EMBOLIAS OU ENFARTES PULMONARES,"1.026,96"
77500164,EDEMA AGUDO DE PULMAO,"1.221,68"
77500172,TRANSTORNO DA CONDUCAO,"462,60"
77500180,ARRITMIAS,"462,60"
77500199,CHOQUE CARDIOGENICO EM ADULTO,"1.066,75"
77500202,VASCULOPATIA PERIFERICA,"677,60"
77500229,MIOCARDITE,"633,95"
77500237,TROMBOFLEBITES PROFUNDAS,"677,60"
77500245,CHOQUE HIPOVOLEMICO EM ADULTO,"528,94"
77500482,CHOQUE SEPTICO EM ADULTO,"964,39"
77500490,CONTUSAO MIOCARDICA,"156,28"
77500504,FERIMENTO CARDIACO PERFURO-CORTANTE,"156,28"
78300010,DOENCAS REUMATICAS SEM CARDITE,"415,15"
78300029,LUPUS ERITEMATOSO,"595,35"
78300037,ARTRITE REUMATOIDE,"595,35"
78300045,DERMATOMIOSITE E POLIOMIOSITE,"595,35"
78300053,ESCLERODERMIA,"595,35"
78300061,POLIARTERITE NODOSA,"595,35"
78500010,DOENCAS REUMATICAS SEM CARDITE,"415,15"
78500028,LUPUS ERITEMATOSO,"595,35"
78500036,ARTRITE REUMATOIDE,"595,35"
78500044,DERMATOMIOSITE E POLIOMIOSITE,"595,35"
78500052,ESCLERODERMIA,"595,35"
78500060,POLIARTERITE NODOSA,"595,35"
79300014,ANEMIA CARENCIAL,"528,95"
79300022,ANEMIA HEMOLITICA CONGENITA OU ADQUIRIDA,"609,80"
79300030,ANEMIA APLASTICA,"922,35"
79300057,HEMOFILIAS E OUTROS DEFEITOS DE COAGULACAO OU OUTR,"1.046,25"
79300065,PURPURA TROMBOCITOPENICA,"540,25"
79300073,OUTRAS PURPURAS OU AFECCOES HEMORRAGICAS,"540,25"
79300081,AGRANULOCITOSE,"922,35"
79300090,OUTRAS DOENCAS DO SANGUE E ORGAOS HEMATOPOIETICO,"592,35"
79500013,ANEMIA CARENCIAL,"528,95"
79500021,ANEMIA HEMOLITICA CONGENITA OU ADQUIRIDA,"609,80"
79500030,ANEMIA APLASTICA,"922,35"
79500048,HEMOFILIAS E OUTROS DEFEITOS DE COAGULACAO,"1.046,25"
79500056,PURPURA TROMBOCITOPENICA,"540,25"
79500064,OUTRAS PURPURAS OU AFECCOES HEMORRAGICAS,"540,25"
79500072,AGRANULOCITOSE,"922,35"
79500080,POLICITEMIA,"592,35"
79500099,HIPERESPLENISMO,"609,80"
79500102,OUTRAS DOENCAS DO SANGUE E ORGAOS HEMATOPOIETICO,"592,35"
79700853,QUIMIOTERAPIA INTRA-ARTERIAL,"589,61"
79700861,"QUIMIOTERAPIA INTRACAVITARIA ( INTRA-PLEURAL, INTRA-PE ","592,51"
79700870,INTERNACAO PARA QUIMIOTERAPIA DE ADMINISTRACAO CON,"1.057,07"
79700888,INTERNACAO PARA QUIMIOTERAPIA DE ADMINISTRACAO CON,"492,33"
79700896,INTERNACAO PARA QUIMIOTERAPIA DE LEUCEMIAS AGUDAS,"1.251,58"
80300014,SINDROME NEFROTICA,"977,55"
80300022,SINDROME NEFRITICA,"587,95"
80300049,GLOMERULOPATIAS CRONICAS,"977,55"
80300057,INSUFICIENCIA RENAL AGUDA,"587,95"
80300065,HIPERTENSAO NEFROGENA E RENOVASCULAR,"408,30"
80300073,PIELONEFRITE,"489,40"
80300081,NEFROPATIAS INTERSTICIAIS,"977,55"
80300090,ABSCESSO RENAL,"489,40"
80300103,RETENCAO E OBSTRUCAO URINARIA,"464,70"
80300111,COLICA NEFRETICA,"395,70"
80300120,NEFROPATIAS METABOLICAS,"977,55"
80300138,NEFROPATIAS CONGENITAS,"977,55"
80300146,HIDRONEFROSE E PIONEFROSE,"489,40"
80300154,INSUFICIENCIA RENAL CRONICA,"977,55"
80300189,DESEQUILIBRIO POS DIALISE,"281,95"
80300235,INTERCORRENCIA - PACIENTE RENAL CRONICO (PEDIATRIA),"227,44"
80500013,SINDROME NEFROTICA,"977,55"
80500021,SINDROME NEFRITICA,"587,95"
80500048,GLOMERULOPATIAS CRONICAS,"977,55"
80500056,INSUFICIENCIA RENAL AGUDA,"587,95"
80500064,HIPERTENSAO NEFROGENA E RENOVASCULAR,"408,30"
80500072,PIELONEFRITE,"489,40"
80500080,NEFROPATIAS INTERSTICIAIS,"977,55"
80500099,ABSCESSO RENAL,"489,40"
80500102,RETENCAO E OBSTRUCAO URINARIA,"464,70"
80500110,COLICA NEFRETICA,"395,70"
80500129,NEFROPATIAS METABOLICAS,"977,55"
80500137,NEFROPATIAS CONGENITAS,"977,55"
80500145,HIDRONEFROSE E PIONEFROSE,"489,40"
80500161,ANEXITE AGUDA,"489,40"
80500170,INSUFICIENCIA RENAL CRONICA,"977,55"
80500200,DESEQUILIBRIO POS DIALISE,"281,95"
80500218,OUTRAS AFECCOES DO APARELHO GENETICO URINARIO,"489,40"
80500226,ORQUITE E EPIDIDIMITE,"170,45"
80500234,INTERCORRENCIA - PACIENTE RENAL CRONICO (CLINICA MED,"227,44"
81001010,EXPLORACAO DIAGNOSTICA DA EPILEPSIA,"12.337,15"
81300018,HIDROCEFALIA,"989,73"
81300026,HEMATOMA SUBDURAL,"1.023,75"
81300034,ABSCESSO CEREBRAL,"1.217,25"
81300042,EPILEPSIAS,"245,65"
81300050,COREIA AGUDA,"415,15"
81300069,PARALISIA CEREBRAL,"718,20"
81300140,PROCESSOS TOXI INFECCIOSOS DO CEREBRO E DA MEDULA,"617,15"
81300204,POLISSONOGRAFIA,"504,31"
81500017,HIDROCEFALIA,"742,75"
81500025,HEMATOMA SUBDURAL,"1.023,75"
81500033,ABSCESSO CEREBRAL,"1.217,25"
81500041,ESCLEROSE MULTIPLA,"718,20"
81500068,PARALISIA CEREBRAL,"718,20"
81500076,EPILEPSIAS,"245,65"
81500084,COREIA AGUDA,"415,15"
81500092,DOENCA DE PARKINSON,"742,75"
81500106,AVC AGUDO,"1.005,05"
81500114,POLIRRADICULITE E POLINEUROPATIA,"617,15"
81500122,DOENCAS HEREDO DEGENERATIVAS,"742,75"
81500130,DOENCAS NEUROMUSCULARES HEREDITARIAS,"742,75"
81500149,PROCESSOS TOXI INFECCIOSOS DO CEREBRO E DA MEDULA,"617,15"
81500157,DOENCAS VASCULARES DA MEDULA,"617,15"
81500165,PARALISIA DOS NERVOS CRANIANOS E RAQUIANOS,"617,15"
81500173,DOENCA DOS NEURONIOS MOTORES CENTRAIS COM OU SEM,"718,20"
81500181,POLINEUROPATIAS,"617,15"
81500190,POLISSONOGRAFIA,"329,73"
82300011,DISFUNCAO TIREOIDIANA,"485,85"
82300020,TIREO TOXICOSE,"485,85"
82300038,DIABETES INSIPIDO,"766,40"
82300046,DIABETES SACARINO,"766,40"
82300054,DISFUNCAO SUPRA-RENAL,"747,05"
82300062,TRANSTORNO DO METABOLISMO DAS PROTEINAS E DOS AMI,"440,00"
82300070,TRANSTORNO DO METABOLISMO DOS GLICIDIOS,"440,00"
82300089,TRANSTORNO DO METABOLISMO DOS LIPIDIOS,"440,00"
82300097,ANORMALIDADE DAS PROTEINAS PLASMATICAS,"440,00"
82300100,CALCINOSE UNIVERSAL,"440,00"
82300119,AMILOIDOSES,"440,00"
82300127,PORFIRIA,"440,00"
82300135,OUTRAS DOENCAS ENDOCRINAS E METABOLICAS,"440,00"
82500010,DISFUNCAO TIREOIDIANA,"485,85"
82500029,TIREO TOXICOSE,"485,85"
82500037,TIREOIDITE,"485,85"
82500045,DIABETES INSIPIDO,"766,40"
82500053,DIABETES SACARINO,"766,40"
82500061,DISFUNCAO SUPRA-RENAL,"747,05"
82500070,TRANSTORNO DO METABOLISMO DOS GLICIDIOS,"440,00"
82500088,TRANSTORNO DO METABOLISMO DOS LIPIDIOS,"440,00"
82500096,GOTA,"440,00"
82500100,ANORMALIDADE DAS PROTEINAS PLASMATICAS,"440,00"
82500118,CALCINOSE UNIVERSAL,"440,00"
82500126,AMILOIDOSES,"440,00"
82500134,PORFIRIA,"440,00"
82500142,OUTRAS DOENCAS ENDOCRINAS E METABOLICAS,"440,00"
83300015,ARTRITE,"488,95"
83300023,LUMBAGO AGUDO,"407,09"
83300031,OSTEOMIELITE AGUDA,"877,35"
83300058,OSTEOCONDROSE,"488,95"
83300066,OUTRAS DOENCAS OSSEAS,"488,95"
83300074,MIOSITES,"464,45"
83300082,MIASTENIA GRAVE,"464,45"
83300090,DISTROFIAS MUSCULARES,"464,45"
83300104,ESCLEROSE GENERALIZADA PROGRESSIVA,"464,45"
83300112,INTERNACAO PARA ADMINISTRACAO ESPECIFICA PARA O TRA,"890,87"
83500014,ARTRITE,"488,95"
83500022,LUMBAGO AGUDO,"407,09"
83500030,OSTEOMIELITE AGUDA,"877,35"
83500057,OSTEOCONDROSE,"488,95"
83500065,OSTEOPOROSE,"488,95"
83500073,OSTEITE,"488,95"
83500081,MIOSITES,"464,45"
83500090,MIASTENIA GRAVE,"464,45"
83500103,DISTROFIAS MUSCULARES,"464,45"
83500120,ESPONDILITE ANCILOSANTE,"488,95"
83500138,ESCLEROSE GENERALIZADA PROGRESSIVA,"464,45"
83500146,INTERNACAO PARA ADMINISTRACAO ESPECIFICA PARA O TRA,"1.464,49"
84300027,PENFIGO FOLIACEO,"614,80"
84300035,MICOSES SUPERFICIAIS,"614,80"
84500018,LINFADENITES INESPECIFICAS,"614,80"
84500026,PENFIGO FOLIACEO,"614,80"
84500034,MICOSES SUPERFICIAIS,"614,80"
84500042,ULCERA DE PERNA,"614,80"
85300110,DIAGNOSTICO DE TUMOR MALIGNO,"328,60"
85300713,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
85300721,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
85300730,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
85300748,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
85300756,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
85300764,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
85300772,PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS,"217,89"
85300780,INTERNACAO DOMICILIAR COM EQUIPE HOSPITALAR,"80,00"
85300829,INTERNACAO PARA RADIOTERAPIA EXTERNA ( COBALTOTERA,"40,39"
85300837,INTERCORRENCIAS CLINICAS DE PACIENTE ONCOLOGICO,"299,09"
85300888,IODOTERAPIA DO CANCER DIFERENCIADO DA TIREOIDE DOSE,"906,31"
85300900,IODOTERAPIA DO CANCER DIFERENCIADO DA TIREOIDE DOSE,"1.132,93"
85300926,IODOTERAPIA DO CANCER DIFERENCIADO DA TIREOIDE DOSE,"1.237,51"
85500712,DIAGNOSTICO DE TUMOR MALIGNO,"328,60"
85500739,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
85500747,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
85500755,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
85500763,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
85500771,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
85500780,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
85500798,PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS,"217,89"
85500801,INTERNACAO DOMICILIAR COM EQUIPE HOSPITALAR,"80,00"
85500836,INTERNACAO PARA RADIOTERAPIA EXTERNA ( COBALTOTERA,"40,39"
85500879,INTERCORRENCIAS CLINICAS DE PACIENTE ONCOLOGICO,"299,09"
85500887,IODOTERAPIA DO CANCER DIFERENCIADO DA TIREOIDE DOSE,"906,31"
85500909,IODOTERAPIA DO CANCER DIFERENCIADO DA TIREOIDE DOSE,"1.132,93"
85500925,IODOTERAPIA DO CANCER DIFERENCIADO DA TIREOIDE DOSE,"1.237,51"
85500933,ASSISTENCIA DOMICILIAR GERIATRICA REALIZADA PELOS CE,"39,10"
85500941,ASSISTENCIA DOMICILIAR GERIATRICA REALIZADA PELOS CE,"33,25"
85500950,ASSISTENCIA DOMICILIAR GERIATRICA REALIZADA PELOS CE,"29,31"
86300016,CHOQUE ANAFILATICO,"196,75"
86300024,FARMACODERMIAS,"614,80"
86300032,DERMATITES E ECZEMAS,"614,80"
86300040,OUTRAS DOENCAS ALERGICAS,"614,80"
86500015,CHOQUE ANAFILATICO,"196,75"
88300013,ESPINHA BIFIDA,"989,73"
88300021,NEUROFIBROMATOSE,"617,15"
88300030,OUTRAS ANOMALIAS CONGENITAS DO SISTEMA NERVOSO,"989,73"
88300048,ANOMALIA CONGENITA DO CORACAO E APARELHO CIRCULAT,"1.400,10"
88300056,ATRESIA DAS COANAS,"999,70"
88300064,"ANOMALIA DA LARINGE, TRAQUEIA E BRONQUIOS ","999,70"
88300072,PULMAO CISTICO CONGENITO,"999,70"
88300080,OUTRAS ANOMALIAS DO APARELHO RESPIRATORIO,"999,70"
88300099,ESTENOSE DO PILORO,"1.032,06"
88300102,FISTULA TRAQUEOESOFAGICA,"999,70"
88300110,DIVERTICULO DE MECKEL,"1.032,06"
88300129,DOENCA DE HIRSCHSPRUNG,"437,65"
88300137,ATRESIA DAS VIAS BILIARES,"1.032,06"
88300145,OUTRAS ANOMALIAS DO APARELHO DIGESTIVO,"1.032,06"
88300161,ANOMALIA OBSTRUTIVA DAS VIAS URINARIAS,"464,70"
88300170,OUTRAS ANOMALIAS DO APARELHO GENITO URINARIO,"464,70"
88300188,CONDRODISTROFIA,"488,95"
88300196,OSTEOGENESE IMPERFEITA,"488,95"
88300200,OUTRAS ANOMALIAS DO SISTEMA MUSCULO OSTEO ARTICUL,"488,95"
88300218,ICTIOSE,"614,80"
88300234,"OUTRAS ANOMALIAS DA PELE, FANEROS E SISTEMA LINFATIC ","614,80"
88300242,ANOMALIA CONGENITA DO SISTEMA GLANDULAR,"747,05"
88300250,SINDROME DE DOWN (ANOMALIAS CONGENITAS E/OU HERED,"893,25"
89300017,INTOXICACAO POR MEDICAMENTOS,"297,95"
89300025,INTOXICACAO POR DERIVADOS DE PETROLEO,"297,95"
89300033,"INTOXICACAO POR INSETICIDA, FERTILIZANTE E ADUBO ","297,95"
89300041,INTOXICACAO E ENVENENAMENTO POR OUTRAS SUBSTANCIA,"297,95"
89300050,INTOXICACAO POR ALCOOL,"297,95"
89300068,INTOXICACAO POR ALIMENTOS OU PLANTAS,"297,95"
89300076,INTOXICACAO POR GASES OU VAPORES,"297,95"
89300092,INTERNACAO PARA TRATAMENTO DE TRANSTORNOS DECOR,"52,94"
89300106,INTERNACAO PARA TRATAMENTO DE SINDROME DE ABSTINE,"52,94"
89300114,TRATAMENTO DE INTOXICACAO AGUDA POR USO DE DROGAS,"173,44"
89500016,INTOXICACAO POR MEDICAMENTOS,"297,95"
89500024,INTOXICACAO POR DERIVADOS DE PETROLEO,"297,95"
89500032,"INTOXICACAO POR INSETICIDA, FERTILIZANTE E ADUBO ","297,95"
89500040,INTOXICACAO E ENVENENAMENTO POR OUTRAS SUBSTANCIA,"297,95"
89500059,INTOXICACAO POR ALCOOL,"297,95"
89500067,INTOXICACAO POR ALIMENTOS OU PLANTAS,"297,95"
89500075,INTOXICACAO POR GASES OU VAPORES,"297,95"
89500083,INTERNACAO PARA TRATAMENTO DE TRANSTORNOS DECOR,"52,94"
89500091,INTERNACAO PARA TRATAMENTO DE SINDROME DE ABSTINE,"52,94"
89500105,TRATAMENTO DE INTOXICACAO AGUDA POR USO DE DROGAS,"173,44"
90300041,ACIDENTE POR AFOGAMENTO,"439,60"
90300076,ACIDENTE POR PICADA DE ANIMAIS PECONHENTOS,"439,60"
90300084,ACIDENTE POR DESCARGA ELETRICA,"439,60"
90300106,ACIDENTE POR ASPIRACAO OU INGESTAO DE ALIMENTO OU O,"439,60"
90300114,ACIDENTE POR SUFOCACAO MECANICA,"439,60"
90300122,ACIDENTE POR PENETRACAO DE CORPO ESTRANHO EM ORIF,"439,60"
90300165,ACIDENTE POR SUBSTANCIA CORROSIVA,"439,60"
90300173,ACIDENTE POR QUEDA,"439,60"
90500040,ACIDENTE POR AFOGAMENTO,"439,60"
90500067,ACIDENTE POR PICADA DE ANIMAIS PECONHENTOS,"439,60"
90500075,ACIDENTE POR DESCARGA ELETRICA,"439,60"
90500091,ACIDENTE POR ASPIRACAO OU INGESTAO DE ALIMENTO OU O,"439,60"
90500105,ACIDENTE POR SUFOCACAO MECANICA,"439,60"
90500113,ACIDENTE POR PENETRACAO DE CORPO ESTRANHO EM ORIF,"439,60"
90500156,ACIDENTE POR SUBSTANCIA CORROSIVA,"439,60"
91300010,LUXACOES E FERIMENTOS COM GRAVE COMPROMETIMENTO,"442,70"
91300037,FRATURA DA COLUNA VERTEBRAL COM LESAO DA MEDULA E,"879,70"
91300053,FRATURA DOS OSSOS DA BACIA,"314,85"
91300061,TRATAMENTO CLINICO DO TRAUMATISMO CRANIOENCEFALIC,"485,80"
91300070,TRATAMENTO CLINICO DOS TRAUMATISMO INTERNOS COM L,"442,70"
91300088,POLITRAUMATISMOS,"442,70"
91300096,LACERACOES E FERIMENTOS DE LOCALIZACOES DIVERSAS,"439,60"
91300100,LESOES SUPERFICIAIS INFECTADAS,"439,60"
91300304,ATENDIMENTO EM REGIME HOSPITAL DIA-FIBROSE CISTICA (P,"93,85"
91500010,LUXACOES E FERIMENTOS COM GRAVE COMPROMETIMENTO,"442,70"
91500036,FRATURAS DA COLUNA VERTEBRAL,"879,70"
91500044,FRATURA DA COLUNA VERTEBRAL COM LESOES DE MEDULA,"879,70"
91500060,FRATURAS DOS OSSOS DA BACIA,"314,85"
91500079,TRATAMENTO CLINICO DO TRAUMATISMO CRANIOENCEFALIC,"485,80"
91500087,TRATAMENTO CLINICO DOS TRAUMATISMO INTERNOS COM L,"442,70"
91500109,LACERACOES E FERIMENTOS DE LOCALIZACOES DIVERSAS,"439,60"
91500117,LACERACOES E FERIMENTOS COM AMPUTACAO TRAUMATICA,"439,60"
91500125,LESOES SUPERFICIAIS INFECTADAS,"614,80"
91500141,COMPLICACOES DE PROCEDIMENTOS CIRURGICOS OU MEDIC,"439,60"
91500150,TRATAMENTO CLINICO DA CONTUSAO CEREBRAL,"219,55"
91500206,ATENDIMENTO EM HOSPITAL GERIATRICO ( UM TURNO ),"104,60"
91500214,ATENDIMENTO EM HOSPITAL GERIATRICO ( DOIS TURNOS ),"115,85"
91500303,ATENDIMENTO EM REGIME HOSPITAL DIA-FIBROSE CISTICA (A,"93,85"
91800013,HOSPITAL-DIA - INTERCORRENCIA APOS TRANSPLANTE DE M,"236,25"
91801010,HOSPITAL-DIA - INTERCORRENCIA APOS TRANSPLANTE DE M,"236,25"
91802016,HOSPITAL-DIA - INTERCORRENCIA APOS TRANSPLANTE DE M,"236,25"
91904013,TRATAMENTO DA AIDS EM HOSPITAL DIA,"78,45"
92017010,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017029,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017037,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017045,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017053,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017061,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017070,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017088,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017096,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017100,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017118,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017126,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017134,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017142,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017150,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017169,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017177,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017185,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017193,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017207,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017215,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017223,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017231,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017240,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017258,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017266,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017274,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017282,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017290,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017304,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017312,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017320,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017339,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017347,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017355,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017363,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017371,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017380,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017398,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017401,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017410,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017428,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017436,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017444,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017452,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017460,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017479,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017487,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017495,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017509,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017517,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017525,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017533,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017541,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017550,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017568,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017576,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017584,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017592,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017606,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017614,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017622,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017630,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017649,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017657,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017665,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017673,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017681,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017690,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017703,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017711,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017720,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017738,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017746,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017754,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017762,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017770,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017789,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017797,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017800,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017819,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017827,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
